0.028644694,-0.0042633964,-0.039569646
0.02704592,-0.0018652359,-0.0444992
0.028378231,-0.002797854,-0.04436597
0.028245,-0.0034640096,-0.040768728
0.028644694,-0.002931085,-0.042500734
0.02811177,-0.004929552,-0.047297053
0.029710544,-0.0046630898,-0.042767193
0.02917762,-0.0061286325,-0.04543182
0.029577313,-0.0015987736,-0.04343335
0.02811177,-0.006528326,-0.042900424
0.026379766,-0.0037304717,-0.042767193
0.028777925,-0.0054624765,-0.044099506
0.02917762,-0.0025313916,-0.044099506
0.028644694,-0.0021316982,-0.043166887
0.028777925,-0.0035972407,-0.04569828
0.026646227,-0.0073277126,-0.042767193
0.03170901,-0.006928019,-0.04343335
0.026646227,-0.0026646229,-0.047297053
0.026512995,-0.0035972407,-0.04343335
0.02917762,-0.006794788,-0.04703059
0.028245,-0.0031975473,-0.04223427
0.027312383,-0.0037304717,-0.04796321
0.02704592,-0.0022649292,-0.041301653
0.028511463,-0.0035972407,-0.044765662
0.029843774,-0.0018652359,-0.044232737
0.027179152,-0.003863703,-0.043833043
0.02917762,-0.006528326,-0.04343335
0.029977005,-0.005728939,-0.04463243
0.028644694,-0.0031975473,-0.046364434
0.026779458,-0.0034640096,-0.044232737
0.028378231,-0.004130165,-0.044898894
0.02917762,-0.004130165,-0.044898894
0.027312383,-0.006928019,-0.04543182
0.027845308,-0.0026646229,-0.04343335
0.02584684,-0.005728939,-0.04436597
0.027312383,-0.0053292457,-0.04223427
0.02931085,-0.004796321,-0.042500734
0.026779458,-0.005728939,-0.04356658
0.027845308,-0.006794788,-0.044898894
0.028378231,-0.0026646229,-0.044765662
0.028777925,-0.00586217,-0.043699812
0.028777925,-0.0035972407,-0.04343335
0.027445614,-0.0011990803,-0.043833043
0.027578846,-0.0045298585,-0.040502265
0.028245,-0.004929552,-0.04223427
0.030376699,-0.0034640096,-0.042767193
0.02917762,-0.0045298585,-0.044232737
0.028378231,-0.0034640096,-0.039036725
0.027845308,-0.003863703,-0.042900424
0.02704592,-0.0043966277,-0.044099506
0.028378231,-0.0035972407,-0.04356658
0.027179152,-0.002931085,-0.045831513
0.02571361,-0.0061286325,-0.040768728
0.028245,-0.0039969343,-0.044898894
0.027712077,-0.0043966277,-0.04436597
0.030243468,-0.0046630898,-0.04463243
0.026646227,-0.0013323114,-0.043966275
0.026512995,-0.0030643162,-0.041568115
0.026512995,-0.0051960144,-0.044898894
0.02931085,-0.005728939,-0.047563516
0.028777925,-0.004929552,-0.046231203
0.026646227,-0.002931085,-0.044099506
0.026379766,-0.0054624765,-0.04689736
0.029977005,-0.004130165,-0.042500734
0.029710544,-0.00586217,-0.04609797
0.025047453,0.00013323114,-0.042367503
0.027312383,-0.0018652359,-0.04090196
0.02811177,-0.002931085,-0.040768728
0.031042855,-0.005728939,-0.04543182
0.029577313,-0.0026646229,-0.041568115
0.027445614,-0.0025313916,-0.044898894
0.027179152,-0.004796321,-0.0444992
0.027578846,-0.005728939,-0.045032125
0.028511463,-0.003863703,-0.04330012
0.028511463,-0.003863703,-0.04330012
0.027179152,-0.0039969343,-0.046764128
0.02931085,-0.0046630898,-0.04356658
0.026246535,-0.0061286325,-0.04343335
0.027312383,-0.0037304717,-0.045831513
0.02931085,-0.0033307783,-0.041701347
0.027712077,-0.0033307783,-0.043833043
